C,Story,Emotion,Val
0.0034234563152599853,Anxiety,Anxiety,0.49096420492071363
0.0034234563152599853,Anxiety,Despair,0.12214625232917127
0.0034234563152599853,Anxiety,Irritation,0.3666218552816825
0.0034234563152599853,Anxiety,Rage,0.020267687468432553
0.0034234563152599853,Despair,Anxiety,0.03735880598694287
0.0034234563152599853,Despair,Despair,0.7886789514616321
0.0034234563152599853,Despair,Irritation,0.0134006005397434
0.0034234563152599853,Despair,Rage,0.16056164201168183
0.0034234563152599853,Irritation,Anxiety,0.425071046352192
0.0034234563152599853,Irritation,Despair,0.017012712779408516
0.0034234563152599853,Irritation,Irritation,0.49399310540280567
0.0034234563152599853,Irritation,Rage,0.06392313546559399
0.0034234563152599853,Rage,Anxiety,0.003003555767750728
0.0034234563152599853,Rage,Despair,0.21755705882612408
0.0034234563152599853,Rage,Irritation,0.0037033689925650226
0.0034234563152599853,Rage,Rage,0.7757360164135604
0.002997811678192947,Anxiety,Anxiety,0.5209110134928108
0.002997811678192947,Anxiety,Despair,0.16776653642662945
0.002997811678192947,Anxiety,Irritation,0.2978023692997569
0.002997811678192947,Anxiety,Rage,0.0135200807808028
0.002997811678192947,Despair,Anxiety,0.22208145666895743
0.002997811678192947,Despair,Despair,0.6675864763754761
0.002997811678192947,Despair,Irritation,0.03438414216337175
0.002997811678192947,Despair,Rage,0.07594792479219452
0.002997811678192947,Irritation,Anxiety,0.46762959141161864
0.002997811678192947,Irritation,Despair,0.03256855905407273
0.002997811678192947,Irritation,Irritation,0.4577625195770154
0.002997811678192947,Irritation,Rage,0.042039329957293294
0.002997811678192947,Rage,Anxiety,0.08109350337490974
0.002997811678192947,Rage,Despair,0.4671558374468712
0.002997811678192947,Rage,Irritation,0.01926589054521348
0.002997811678192947,Rage,Rage,0.4324847686330054
0.0035112390203556635,Anxiety,Anxiety,0.49567830223260456
0.0035112390203556635,Anxiety,Despair,0.11551091015964741
0.0035112390203556635,Anxiety,Irritation,0.36899798229683634
0.0035112390203556635,Anxiety,Rage,0.019812805310911546
0.0035112390203556635,Despair,Anxiety,0.03306177436022771
0.0035112390203556635,Despair,Despair,0.8097128887686248
0.0035112390203556635,Despair,Irritation,0.011524418157746049
0.0035112390203556635,Despair,Rage,0.14570091871340135
0.0035112390203556635,Irritation,Anxiety,0.42738406571787513
0.0035112390203556635,Irritation,Despair,0.015448568105526545
0.0035112390203556635,Irritation,Irritation,0.4919781363160654
0.0035112390203556635,Irritation,Rage,0.06518922986053273
0.0035112390203556635,Rage,Anxiety,0.003105667834398551
0.0035112390203556635,Rage,Despair,0.20486014901406274
0.0035112390203556635,Rage,Irritation,0.0038384695798929303
0.0035112390203556635,Rage,Rage,0.7881957135716459
0.003957731723554679,Anxiety,Anxiety,0.5102262206280044
0.003957731723554679,Anxiety,Despair,0.1035953309186337
0.003957731723554679,Anxiety,Irritation,0.37355119931009123
0.003957731723554679,Anxiety,Rage,0.012627249143270682
0.003957731723554679,Despair,Anxiety,4.427946248933647e-05
0.003957731723554679,Despair,Despair,0.9950661549061599
0.003957731723554679,Despair,Irritation,9.592974107499092e-05
0.003957731723554679,Despair,Rage,0.004793635890275635
0.003957731723554679,Irritation,Anxiety,0.4267775352262105
0.003957731723554679,Irritation,Despair,0.015220917581728263
0.003957731723554679,Irritation,Irritation,0.485743095509792
0.003957731723554679,Irritation,Rage,0.07225845168226916
0.003957731723554679,Rage,Anxiety,0.003268855341055636
0.003957731723554679,Rage,Despair,0.04673019046802675
0.003957731723554679,Rage,Irritation,0.0020480792623634356
0.003957731723554679,Rage,Rage,0.947952874928554
0.00354031363241441,Anxiety,Anxiety,0.5144875248714239
0.00354031363241441,Anxiety,Despair,0.10914973832055916
0.00354031363241441,Anxiety,Irritation,0.35892894004604947
0.00354031363241441,Anxiety,Rage,0.01743379676196738
0.00354031363241441,Despair,Anxiety,0.016621452167116194
0.00354031363241441,Despair,Despair,0.8968875033083062
0.00354031363241441,Despair,Irritation,0.005849049984773569
0.00354031363241441,Despair,Rage,0.08064199453980414
0.00354031363241441,Irritation,Anxiety,0.43707432965710113
0.00354031363241441,Irritation,Despair,0.01466327068043561
0.00354031363241441,Irritation,Irritation,0.4857018680440909
0.00354031363241441,Irritation,Rage,0.0625605316183727
0.00354031363241441,Rage,Anxiety,0.0030153037189932083
0.00354031363241441,Rage,Despair,0.3140756676537053
0.00354031363241441,Rage,Irritation,0.005102382849206456
0.00354031363241441,Rage,Rage,0.6778066457780949
0.0034068822600629538,Anxiety,Anxiety,0.4347209292193907
0.0034068822600629538,Anxiety,Despair,0.19693787488391326
0.0034068822600629538,Anxiety,Irritation,0.34852812886584467
0.0034068822600629538,Anxiety,Rage,0.0198130670308512
0.0034068822600629538,Despair,Anxiety,0.046788965416492405
0.0034068822600629538,Despair,Despair,0.7602585338644137
0.0034068822600629538,Despair,Irritation,0.01322505970331816
0.0034068822600629538,Despair,Rage,0.17972744101577579
0.0034068822600629538,Irritation,Anxiety,0.4119397526922232
0.0034068822600629538,Irritation,Despair,0.04669248147490603
0.0034068822600629538,Irritation,Irritation,0.4736316021729415
0.0034068822600629538,Irritation,Rage,0.06773616365992971
0.0034068822600629538,Rage,Anxiety,0.003905791357092149
0.0034068822600629538,Rage,Despair,0.24533178869525946
0.0034068822600629538,Rage,Irritation,0.002720583127128763
0.0034068822600629538,Rage,Rage,0.7480418368205196
0.0030217515431367648,Anxiety,Anxiety,0.319057224776505
0.0030217515431367648,Anxiety,Despair,0.30009859609084083
0.0030217515431367648,Anxiety,Irritation,0.3496530937202985
0.0030217515431367648,Anxiety,Rage,0.031191085412355598
0.0030217515431367648,Despair,Anxiety,0.07821640649590567
0.0030217515431367648,Despair,Despair,0.6625440822025499
0.0030217515431367648,Despair,Irritation,0.022101466359256538
0.0030217515431367648,Despair,Rage,0.23713804494228766
0.0030217515431367648,Irritation,Anxiety,0.3334648171732554
0.0030217515431367648,Irritation,Despair,0.07811267356718835
0.0030217515431367648,Irritation,Irritation,0.5078321602672528
0.0030217515431367648,Irritation,Rage,0.08059034899230316
0.0030217515431367648,Rage,Anxiety,0.0051656803209382774
0.0030217515431367648,Rage,Despair,0.17288742952871783
0.0030217515431367648,Rage,Irritation,0.001021782793870875
0.0030217515431367648,Rage,Rage,0.8209251073564733
0.00286892504149749,Anxiety,Anxiety,0.4052492918919687
0.00286892504149749,Anxiety,Despair,0.252190848676285
0.00286892504149749,Anxiety,Irritation,0.31903915548549205
0.00286892504149749,Anxiety,Rage,0.023520703946254568
0.00286892504149749,Despair,Anxiety,0.20539130851849416
0.00286892504149749,Despair,Despair,0.560281848005959
0.00286892504149749,Despair,Irritation,0.050762269879494365
0.00286892504149749,Despair,Rage,0.18356457359605236
0.00286892504149749,Irritation,Anxiety,0.39589405916755754
0.00286892504149749,Irritation,Despair,0.07141914325674303
0.00286892504149749,Irritation,Irritation,0.4668111945887453
0.00286892504149749,Irritation,Rage,0.06587560298695416
0.00286892504149749,Rage,Anxiety,0.05704701535179891
0.00286892504149749,Rage,Despair,0.37943664867409255
0.00286892504149749,Rage,Irritation,0.01246022666203635
0.00286892504149749,Rage,Rage,0.5510561093120719
0.0033714720547465076,Anxiety,Anxiety,0.4591226430390709
0.0033714720547465076,Anxiety,Despair,0.1577057525806407
0.0033714720547465076,Anxiety,Irritation,0.3648355750955841
0.0033714720547465076,Anxiety,Rage,0.018336029284704132
0.0033714720547465076,Despair,Anxiety,0.04237879462548403
0.0033714720547465076,Despair,Despair,0.768324471686959
0.0033714720547465076,Despair,Irritation,0.014212495414466094
0.0033714720547465076,Despair,Rage,0.17508423827309094
0.0033714720547465076,Irritation,Anxiety,0.41922523439455406
0.0033714720547465076,Irritation,Despair,0.03166885643987725
0.0033714720547465076,Irritation,Irritation,0.48482079379156573
0.0033714720547465076,Irritation,Rage,0.06428511537400304
0.0033714720547465076,Rage,Anxiety,0.003064651317153935
0.0033714720547465076,Rage,Despair,0.23518751547020433
0.0033714720547465076,Rage,Irritation,0.0033652653662747715
0.0033714720547465076,Rage,Rage,0.758382567846367
0.004017453602687455,Anxiety,Anxiety,0.5021228076096427
