C,Story,Emotion,Val
0.001422777246727464,Anxiety,Anxiety,0.30760362558510607
0.001422777246727464,Anxiety,Despair,0.25268605734637917
0.001422777246727464,Anxiety,Irritation,0.27017740698259624
0.001422777246727464,Anxiety,Rage,0.16953291008591823
0.001422777246727464,Despair,Anxiety,0.26373568376148737
0.001422777246727464,Despair,Despair,0.2838431892313647
0.001422777246727464,Despair,Irritation,0.23144990365533916
0.001422777246727464,Despair,Rage,0.22097122335180883
0.001422777246727464,Irritation,Anxiety,0.28105102516236213
0.001422777246727464,Irritation,Despair,0.23148089471751335
0.001422777246727464,Irritation,Irritation,0.2729611464637076
0.001422777246727464,Irritation,Rage,0.2145069336564169
0.001422777246727464,Rage,Anxiety,0.22321384995885518
0.001422777246727464,Rage,Despair,0.262532020689314
0.001422777246727464,Rage,Irritation,0.2361266147597053
0.001422777246727464,Rage,Rage,0.2781275145921256
0.001398204364284608,Anxiety,Anxiety,0.31152766815343835
0.001398204364284608,Anxiety,Despair,0.25265420543165995
0.001398204364284608,Anxiety,Irritation,0.26972194274380046
0.001398204364284608,Anxiety,Rage,0.16609618367110113
0.001398204364284608,Despair,Anxiety,0.2655912915010331
0.001398204364284608,Despair,Despair,0.2872577314437617
0.001398204364284608,Despair,Irritation,0.22890959093077864
0.001398204364284608,Despair,Rage,0.21824138612442662
0.001398204364284608,Irritation,Anxiety,0.28372698167864396
0.001398204364284608,Irritation,Despair,0.22981268905131794
0.001398204364284608,Irritation,Irritation,0.2741947686967602
0.001398204364284608,Irritation,Rage,0.21226556057327778
0.001398204364284608,Rage,Anxiety,0.2238880954620212
0.001398204364284608,Rage,Despair,0.2636299338843527
0.001398204364284608,Rage,Irritation,0.23478729067225082
0.001398204364284608,Rage,Rage,0.277694679981375
0.0014571086539979738,Anxiety,Anxiety,0.30785052891933484
0.0014571086539979738,Anxiety,Despair,0.2527696356023475
0.0014571086539979738,Anxiety,Irritation,0.27132534613492487
0.0014571086539979738,Anxiety,Rage,0.16805448934339334
0.0014571086539979738,Despair,Anxiety,0.2632331227056645
0.0014571086539979738,Despair,Despair,0.2835569144973424
0.0014571086539979738,Despair,Irritation,0.23190581431977933
0.0014571086539979738,Despair,Rage,0.22130414847721377
0.0014571086539979738,Irritation,Anxiety,0.2809631559191001
0.0014571086539979738,Irritation,Despair,0.23140608052911021
0.0014571086539979738,Irritation,Irritation,0.2733441219118504
0.0014571086539979738,Irritation,Rage,0.21428664163993952
0.0014571086539979738,Rage,Anxiety,0.22105614805929305
0.0014571086539979738,Rage,Despair,0.26251535577705626
0.0014571086539979738,Rage,Irritation,0.23632380538793024
0.0014571086539979738,Rage,Rage,0.2801046907757202
0.0012973437664970551,Anxiety,Anxiety,0.2939770929969175
0.0012973437664970551,Anxiety,Despair,0.2523782151839809
0.0012973437664970551,Anxiety,Irritation,0.265130057865977
0.0012973437664970551,Anxiety,Rage,0.1885146339531243
0.0012973437664970551,Despair,Anxiety,0.26103565875832
0.0012973437664970551,Despair,Despair,0.274830736797919
0.0012973437664970551,Despair,Irritation,0.23728952347394272
0.0012973437664970551,Despair,Rage,0.2268440809698182
0.0012973437664970551,Irritation,Anxiety,0.2737965596602485
0.0012973437664970551,Irritation,Despair,0.23728333943556548
0.0012973437664970551,Irritation,Irritation,0.26677182281295814
0.0012973437664970551,Irritation,Rage,0.22214827809122772
0.0012973437664970551,Rage,Anxiety,0.232917820209508
0.0012973437664970551,Rage,Despair,0.25940259511492725
0.0012973437664970551,Rage,Irritation,0.2398146621169992
0.0012973437664970551,Rage,Rage,0.2678649225585657
0.0012835675451935585,Anxiety,Anxiety,0.2961624850838274
0.0012835675451935585,Anxiety,Despair,0.25250665121584476
0.0012835675451935585,Anxiety,Irritation,0.2651377041644058
0.0012835675451935585,Anxiety,Rage,0.18619315953592236
0.0012835675451935585,Despair,Anxiety,0.262237381376849
0.0012835675451935585,Despair,Despair,0.27625090395575647
0.0012835675451935585,Despair,Irritation,0.23624557396684542
0.0012835675451935585,Despair,Rage,0.22526614070054934
0.0012835675451935585,Irritation,Anxiety,0.2753070463510644
0.0012835675451935585,Irritation,Despair,0.2366119334755711
0.0012835675451935585,Irritation,Irritation,0.26736207007579327
0.0012835675451935585,Irritation,Rage,0.22071895009757078
0.0012835675451935585,Rage,Anxiety,0.23328518749767677
0.0012835675451935585,Rage,Despair,0.2598161948903024
0.0012835675451935585,Rage,Irritation,0.23922553711474864
0.0012835675451935585,Rage,Rage,0.2676730804972721
0.001294827148645153,Anxiety,Anxiety,0.2986978047831474
0.001294827148645153,Anxiety,Despair,0.2526160811142004
0.001294827148645153,Anxiety,Irritation,0.2655510789394893
0.001294827148645153,Anxiety,Rage,0.18313503516316298
0.001294827148645153,Despair,Anxiety,0.2628865805275003
0.001294827148645153,Despair,Despair,0.2784116776858676
0.001294827148645153,Despair,Irritation,0.2347227661122548
0.001294827148645153,Despair,Rage,0.2239789756743772
0.001294827148645153,Irritation,Anxiety,0.2767263356520995
0.001294827148645153,Irritation,Despair,0.23546363360361777
0.001294827148645153,Irritation,Irritation,0.2683961306842189
0.001294827148645153,Irritation,Rage,0.219413900060064
0.001294827148645153,Rage,Anxiety,0.23225730200076097
0.001294827148645153,Rage,Despair,0.26056647597371313
0.001294827148645153,Rage,Irritation,0.23829697421193596
0.001294827148645153,Rage,Rage,0.2688792478135901
0.001292487196017185,Anxiety,Anxiety,0.25521221496526586
0.001292487196017185,Anxiety,Despair,0.22743636898348532
0.001292487196017185,Anxiety,Irritation,0.2737897091142321
0.001292487196017185,Anxiety,Rage,0.24356170693701676
0.001292487196017185,Despair,Anxiety,0.19506375627174063
0.001292487196017185,Despair,Despair,0.26314601628406015
0.001292487196017185,Despair,Irritation,0.2307095674756943
0.001292487196017185,Despair,Rage,0.31108065996850487
0.001292487196017185,Irritation,Anxiety,0.2165684332762715
0.001292487196017185,Irritation,Despair,0.20197941090991892
0.001292487196017185,Irritation,Irritation,0.2718373293674361
0.001292487196017185,Irritation,Rage,0.3096148264463736
0.001292487196017185,Rage,Anxiety,0.15196563608341138
0.001292487196017185,Rage,Despair,0.23861751300164913
0.001292487196017185,Rage,Irritation,0.22843219116898086
0.001292487196017185,Rage,Rage,0.38098465974595846
0.001236074845598284,Anxiety,Anxiety,0.29095939654259273
0.001236074845598284,Anxiety,Despair,0.25371942462187064
0.001236074845598284,Anxiety,Irritation,0.262995082050996
0.001236074845598284,Anxiety,Rage,0.19232609678454055
0.001236074845598284,Despair,Anxiety,0.2612228945365709
0.001236074845598284,Despair,Despair,0.2737565371117493
0.001236074845598284,Despair,Irritation,0.23777378195278573
0.001236074845598284,Despair,Rage,0.2272467863988942
0.001236074845598284,Irritation,Anxiety,0.273002219043144
0.001236074845598284,Irritation,Despair,0.23820948863568922
0.001236074845598284,Irritation,Irritation,0.2654964132768614
0.001236074845598284,Irritation,Rage,0.22329187904430564
0.001236074845598284,Rage,Anxiety,0.23583987374402537
0.001236074845598284,Rage,Despair,0.25900770569049736
0.001236074845598284,Rage,Irritation,0.24028688042555085
0.001236074845598284,Rage,Rage,0.26486554013992636
0.0014251101568194344,Anxiety,Anxiety,0.3137195676030755
