C,Story,Emotion,Val
0.0011481652910047624,Anxiety,Anxiety,0.2701689590924514
0.0011481652910047624,Anxiety,Despair,0.2534571305562174
0.0011481652910047624,Anxiety,Irritation,0.2572591823978162
0.0011481652910047624,Anxiety,Rage,0.21911472795351508
0.0011481652910047624,Despair,Anxiety,0.24680961776579743
0.0011481652910047624,Despair,Despair,0.2685878266138214
0.0011481652910047624,Despair,Irritation,0.23881537259863533
0.0011481652910047624,Despair,Rage,0.24578718302174568
0.0011481652910047624,Irritation,Anxiety,0.2577860595518999
0.0011481652910047624,Irritation,Despair,0.2445831441100066
0.0011481652910047624,Irritation,Irritation,0.25796785250241894
0.0011481652910047624,Irritation,Rage,0.23966294383567452
0.0011481652910047624,Rage,Anxiety,0.22513068579949727
0.0011481652910047624,Rage,Despair,0.25572930273525485
0.0011481652910047624,Rage,Irritation,0.24057937356074863
0.0011481652910047624,Rage,Rage,0.27856063790449925
0.0013425421177497307,Anxiety,Anxiety,0.29038334806863825
0.0013425421177497307,Anxiety,Despair,0.2602649792340162
0.0013425421177497307,Anxiety,Irritation,0.2583123922266658
0.0013425421177497307,Anxiety,Rage,0.1910392804706795
0.0013425421177497307,Despair,Anxiety,0.262524033749817
0.0013425421177497307,Despair,Despair,0.2787885357933676
0.0013425421177497307,Despair,Irritation,0.23469827670903198
0.0013425421177497307,Despair,Rage,0.22398915374778333
0.0013425421177497307,Irritation,Anxiety,0.2759056230964332
0.0013425421177497307,Irritation,Despair,0.24905673768854078
0.0013425421177497307,Irritation,Irritation,0.2594276113776679
0.0013425421177497307,Irritation,Rage,0.21561002783735805
0.0013425421177497307,Rage,Anxiety,0.2345093757977003
0.0013425421177497307,Rage,Despair,0.26293938997183997
0.0013425421177497307,Rage,Irritation,0.23769872505397185
0.0013425421177497307,Rage,Rage,0.264852509176488
0.0013434102209937122,Anxiety,Anxiety,0.290381103994594
0.0013434102209937122,Anxiety,Despair,0.2603429861682044
