C,Story,Emotion,Val
0.0035908780823193046,Anxiety,Anxiety,0.5044279170560602
0.0035908780823193046,Anxiety,Despair,0.10988230082241571
0.0035908780823193046,Anxiety,Irritation,0.3654170488411588
0.0035908780823193046,Anxiety,Rage,0.020272733280365534
0.0035908780823193046,Despair,Anxiety,0.0268874499030922
0.0035908780823193046,Despair,Despair,0.8410147974065587
0.0035908780823193046,Despair,Irritation,0.010812241451357752
0.0035908780823193046,Despair,Rage,0.12128551123899138
0.0035908780823193046,Irritation,Anxiety,0.4645359850402291
0.0035908780823193046,Irritation,Despair,0.011109911469110459
0.0035908780823193046,Irritation,Irritation,0.4923960376953407
0.0035908780823193046,Irritation,Rage,0.031958065795319936
0.0035908780823193046,Rage,Anxiety,0.002251505321088435
0.0035908780823193046,Rage,Despair,0.12543686568942236
0.0035908780823193046,Rage,Irritation,0.006722389073998918
0.0035908780823193046,Rage,Rage,0.8655892399154904
0.0027777026510172297,Anxiety,Anxiety,0.3711652508167937
0.0027777026510172297,Anxiety,Despair,0.26529591053679247
0.0027777026510172297,Anxiety,Irritation,0.33158973447295215
0.0027777026510172297,Anxiety,Rage,0.03194910417346135
0.0027777026510172297,Despair,Anxiety,0.17747328682271982
0.0027777026510172297,Despair,Despair,0.5734734625881702
0.0027777026510172297,Despair,Irritation,0.05891398424343744
0.0027777026510172297,Despair,Rage,0.1901392663456726
0.0027777026510172297,Irritation,Anxiety,0.3856719450999155
0.0027777026510172297,Irritation,Despair,0.09393998061855055
0.0027777026510172297,Irritation,Irritation,0.4577813696687861
0.0027777026510172297,Irritation,Rage,0.06260670461274788
0.0027777026510172297,Rage,Anxiety,0.0388782176750357
0.0027777026510172297,Rage,Despair,0.2928289212405872
0.0027777026510172297,Rage,Irritation,0.04083736066820233
0.0027777026510172297,Rage,Rage,0.6274555004161749
0.0036247127617315953,Anxiety,Anxiety,0.5582184673401481
0.0036247127617315953,Anxiety,Despair,0.10307484741737344
0.0036247127617315953,Anxiety,Irritation,0.32368915026640543
0.0036247127617315953,Anxiety,Rage,0.015017534976073256
0.0036247127617315953,Despair,Anxiety,0.0015733765542319759
0.0036247127617315953,Despair,Despair,0.9887556194904149
0.0036247127617315953,Despair,Irritation,0.0008914767051273473
0.0036247127617315953,Despair,Rage,0.008779527250226045
0.0036247127617315953,Irritation,Anxiety,0.49435021970389076
0.0036247127617315953,Irritation,Despair,0.013240073442286504
0.0036247127617315953,Irritation,Irritation,0.46422399936194236
0.0036247127617315953,Irritation,Rage,0.028185707491880325
0.0036247127617315953,Rage,Anxiety,0.002283730050189248
0.0036247127617315953,Rage,Despair,0.13326771678351762
0.0036247127617315953,Rage,Irritation,0.006871624542781802
0.0036247127617315953,Rage,Rage,0.8575769286235115
0.0037404769594030825,Anxiety,Anxiety,0.5122585659531184
0.0037404769594030825,Anxiety,Despair,0.10905200932793
0.0037404769594030825,Anxiety,Irritation,0.36177878245397915
0.0037404769594030825,Anxiety,Rage,0.016910642264972575
0.0037404769594030825,Despair,Anxiety,0.010624498608063195
0.0037404769594030825,Despair,Despair,0.9311614609847573
0.0037404769594030825,Despair,Irritation,0.004214047874392135
0.0037404769594030825,Despair,Rage,0.053999992532787346
0.0037404769594030825,Irritation,Anxiety,0.4745335411825073
0.0037404769594030825,Irritation,Despair,0.011317779821934717
0.0037404769594030825,Irritation,Irritation,0.4848465773635853
0.0037404769594030825,Irritation,Rage,0.029302101631972593
0.0037404769594030825,Rage,Anxiety,0.002624380221858573
0.0037404769594030825,Rage,Despair,0.17901018016625964
0.0037404769594030825,Rage,Irritation,0.009588671695869463
0.0037404769594030825,Rage,Rage,0.8087767679160125
0.003459756894946465,Anxiety,Anxiety,0.49103767320511177
0.003459756894946465,Anxiety,Despair,0.12382845975662095
0.003459756894946465,Anxiety,Irritation,0.36443817847585946
0.003459756894946465,Anxiety,Rage,0.020695688562407756
0.003459756894946465,Despair,Anxiety,0.037718487508377745
