C,Story,Emotion,Val
0.0030866044418853314,Anxiety,Anxiety,0.3702966825262158
0.0030866044418853314,Anxiety,Despair,0.27098088290612615
0.0030866044418853314,Anxiety,Irritation,0.3397315817847787
0.0030866044418853314,Anxiety,Rage,0.0189908527828793
0.0030866044418853314,Despair,Anxiety,0.05561083182101277
0.0030866044418853314,Despair,Despair,0.7794438003164064
0.0030866044418853314,Despair,Irritation,0.013570632574082125
0.0030866044418853314,Despair,Rage,0.15137473528849857
0.0030866044418853314,Irritation,Anxiety,0.3281462983273511
0.0030866044418853314,Irritation,Despair,0.06741104732603265
0.0030866044418853314,Irritation,Irritation,0.5008304044697797
0.0030866044418853314,Irritation,Rage,0.10361224987683638
0.0030866044418853314,Rage,Anxiety,0.0038722673117767225
0.0030866044418853314,Rage,Despair,0.1357797814854613
0.0030866044418853314,Rage,Irritation,0.0034876131271575216
0.0030866044418853314,Rage,Rage,0.8568603380756044
0.003674224936216032,Anxiety,Anxiety,0.5054839758346331
0.003674224936216032,Anxiety,Despair,0.10593376978298506
0.003674224936216032,Anxiety,Irritation,0.3695941959847776
0.003674224936216032,Anxiety,Rage,0.018988058397603993
0.003674224936216032,Despair,Anxiety,0.021976331875541325
0.003674224936216032,Despair,Despair,0.8669765193605519
0.003674224936216032,Despair,Irritation,0.008312862388161276
0.003674224936216032,Despair,Rage,0.10273428637574541
0.003674224936216032,Irritation,Anxiety,0.37442059936825217
0.003674224936216032,Irritation,Despair,0.018247359113901292
0.003674224936216032,Irritation,Irritation,0.5011576090440739
0.003674224936216032,Irritation,Rage,0.1061744324737726
0.003674224936216032,Rage,Anxiety,0.0021704018843598243
0.003674224936216032,Rage,Despair,0.10867960620383818
0.003674224936216032,Rage,Irritation,0.006079440539802452
0.003674224936216032,Rage,Rage,0.8830705513719995
0.0033161748874783333,Anxiety,Anxiety,0.38650029359412924
0.0033161748874783333,Anxiety,Despair,0.25915205514018463
0.0033161748874783333,Anxiety,Irritation,0.3301866796907015
0.0033161748874783333,Anxiety,Rage,0.024160971574984463
0.0033161748874783333,Despair,Anxiety,0.07217838637145013
0.0033161748874783333,Despair,Despair,0.7177679724951969
0.0033161748874783333,Despair,Irritation,0.017058894754103292
0.0033161748874783333,Despair,Rage,0.1929947463792495
0.0033161748874783333,Irritation,Anxiety,0.3443089972154249
0.0033161748874783333,Irritation,Despair,0.06956363362022988
0.0033161748874783333,Irritation,Irritation,0.48730616871890375
0.0033161748874783333,Irritation,Rage,0.09882120044544153
0.0033161748874783333,Rage,Anxiety,0.007474434501497937
0.0033161748874783333,Rage,Despair,0.2125820604616011
0.0033161748874783333,Rage,Irritation,0.006477575606607407
0.0033161748874783333,Rage,Rage,0.7734659294302936
0.003208887764446491,Anxiety,Anxiety,0.36956765417975135
0.003208887764446491,Anxiety,Despair,0.27436999878875545
0.003208887764446491,Anxiety,Irritation,0.32984768446402046
0.003208887764446491,Anxiety,Rage,0.026214662567472773
0.003208887764446491,Despair,Anxiety,0.09185919917684417
0.003208887764446491,Despair,Despair,0.6853500168243679
0.003208887764446491,Despair,Irritation,0.01960868750716236
0.003208887764446491,Despair,Rage,0.2031820964916254
0.003208887764446491,Irritation,Anxiety,0.33287716637473747
0.003208887764446491,Irritation,Despair,0.07501511003302695
0.003208887764446491,Irritation,Irritation,0.49342135877188575
0.003208887764446491,Irritation,Rage,0.09868636482034973
0.003208887764446491,Rage,Anxiety,0.010907006555622292
0.003208887764446491,Rage,Despair,0.22359393937668712
0.003208887764446491,Rage,Irritation,0.006265865038661671
0.003208887764446491,Rage,Rage,0.7592331890290288
0.003244616564678888,Anxiety,Anxiety,0.35828831322603816
0.003244616564678888,Anxiety,Despair,0.2540985433236711
0.003244616564678888,Anxiety,Irritation,0.3672343252140084
0.003244616564678888,Anxiety,Rage,0.020378818236282327
0.003244616564678888,Despair,Anxiety,0.04478300218615378
0.003244616564678888,Despair,Despair,0.7672399368245632
0.003244616564678888,Despair,Irritation,0.013390614832219979
0.003244616564678888,Despair,Rage,0.17458644615706317
0.003244616564678888,Irritation,Anxiety,0.31830311680244994
0.003244616564678888,Irritation,Despair,0.05713891789068129
0.003244616564678888,Irritation,Irritation,0.521975543467958
0.003244616564678888,Irritation,Rage,0.10258242183891066
0.003244616564678888,Rage,Anxiety,0.0018063086422035882
0.003244616564678888,Rage,Despair,0.07421017662813664
0.003244616564678888,Rage,Irritation,0.0037425976171375423
0.003244616564678888,Rage,Rage,0.9202409171125221
0.0030941929444475375,Anxiety,Anxiety,0.4146551088114122
0.0030941929444475375,Anxiety,Despair,0.2371813115523239
0.0030941929444475375,Anxiety,Irritation,0.32970735299764486
0.0030941929444475375,Anxiety,Rage,0.01845622663861892
0.0030941929444475375,Despair,Anxiety,0.08196797671654428
0.0030941929444475375,Despair,Despair,0.7543367629640547
0.0030941929444475375,Despair,Irritation,0.015147505727907505
0.0030941929444475375,Despair,Rage,0.14854775459149347
0.0030941929444475375,Irritation,Anxiety,0.3543941771902958
0.0030941929444475375,Irritation,Despair,0.06369365438267575
0.0030941929444475375,Irritation,Irritation,0.49003943101655767
0.0030941929444475375,Irritation,Rage,0.09187273741047079
0.0030941929444475375,Rage,Anxiety,0.012214414093512668
0.0030941929444475375,Rage,Despair,0.2424673613290137
0.0030941929444475375,Rage,Irritation,0.008077209329525487
0.0030941929444475375,Rage,Rage,0.7372410152479479
0.0033806764604803925,Anxiety,Anxiety,0.47686028393290375
0.0033806764604803925,Anxiety,Despair,0.13752352267490178
0.0033806764604803925,Anxiety,Irritation,0.3664801710187402
0.0033806764604803925,Anxiety,Rage,0.01913602237345418
0.0033806764604803925,Despair,Anxiety,0.04003352112978945
0.0033806764604803925,Despair,Despair,0.7779000816797198
0.0033806764604803925,Despair,Irritation,0.014572853659567276
0.0033806764604803925,Despair,Rage,0.16749354353092344
0.0033806764604803925,Irritation,Anxiety,0.37325827740266604
0.0033806764604803925,Irritation,Despair,0.027417485614377714
0.0033806764604803925,Irritation,Irritation,0.5042036164200018
0.0033806764604803925,Irritation,Rage,0.0951206205629544
0.0033806764604803925,Rage,Anxiety,0.002334356964354826
0.0033806764604803925,Rage,Despair,0.17359679924404486
0.0033806764604803925,Rage,Irritation,0.008105266677021524
0.0033806764604803925,Rage,Rage,0.8159635771145787
0.0034197700738182136,Anxiety,Anxiety,0.49142992463733354
0.0034197700738182136,Anxiety,Despair,0.1240130563157963
0.0034197700738182136,Anxiety,Irritation,0.36342729158951126
0.0034197700738182136,Anxiety,Rage,0.021129727457358916
0.0034197700738182136,Despair,Anxiety,0.0394690748950823
0.0034197700738182136,Despair,Despair,0.7794255195577424
0.0034197700738182136,Despair,Irritation,0.01415931381528503
0.0034197700738182136,Despair,Rage,0.1669460917318903
0.0034197700738182136,Irritation,Anxiety,0.3773546367219985
0.0034197700738182136,Irritation,Despair,0.022903515773742725
0.0034197700738182136,Irritation,Irritation,0.5043901972620024
0.0034197700738182136,Irritation,Rage,0.09535165024225617
0.0034197700738182136,Rage,Anxiety,0.0021433441220212726
